klucz,age,height_cm,weight_kg,value_eur,overall
00013075,21,173,63,575000,62
00001432,32,184,83,4900000,76
00013815,27,173,61,275000,62
00001747,25,182,76,8000000,75
00011471,27,185,82,500000,64
00001062,29,175,69,8500000,77
00003493,29,193,90,2200000,72
00005529,22,173,72,1500000,69
00001469,29,169,72,6500000,76
00010262,26,181,79,650000,65
00001916,27,180,75,7000000,75
00012823,28,196,92,375000,63
00005720,26,181,77,1200000,69
00004332,28,178,68,2400000,71
00008764,23,176,76,875000,66
00009694,22,180,72,775000,65
00004592,21,171,69,2500000,70
00004442,28,185,83,2400000,71
00001477,27,176,74,8000000,76
00002444,28,175,70,5500000,74
00010750,19,164,53,975000,64
00007222,32,169,66,700000,68
00012886,29,188,87,350000,63
00002170,25,187,77,7000000,74
00006019,30,186,83,1000000,69
00006345,19,178,70,1800000,68
00010161,25,181,78,675000,65
00002227,26,177,80,6500000,74
00006830,26,180,72,975000,68
00014476,26,182,75,275000,61
00001822,33,192,78,4200000,75
00009837,22,187,77,700000,65
00004196,32,180,79,1800000,71
00003221,25,179,79,4100000,72
00010502,27,180,75,475000,65
00004992,33,184,82,950000,70
00017185,20,185,75,200000,56
00011084,23,187,77,500000,64
00009393,33,185,79,300000,66
00000284,26,188,77,17500000,81
00004356,30,182,76,1900000,71
00001236,24,180,70,10500000,76
00000911,20,176,65,12500000,77
00012594,27,185,82,375000,63
00000936,26,190,79,10500000,77
00008208,32,189,81,500000,67
00010973,21,193,85,700000,64
00001085,34,178,72,3400000,77
00009096,27,179,75,750000,66
00000583,27,181,76,13000000,79
00001734,28,183,83,6500000,75
00005862,27,182,76,1100000,69
00000188,28,179,66,26000000,83
00001459,29,180,72,7500000,76
00010357,36,172,72,100000,65
00009255,28,178,78,575000,66
00001903,32,192,86,4400000,75
00003008,20,185,81,3900000,73
00000366,28,184,79,18500000,81
00000404,25,172,71,18500000,80
00000993,26,173,72,9500000,77
00002453,28,179,80,4900000,74
00000102,23,181,79,42500000,84
00009463,30,171,62,500000,66
00011228,24,184,80,550000,64
00013702,32,178,79,240000,62
00002639,25,175,71,4700000,73
00000042,31,187,80,45000000,87
00004126,26,185,71,2800000,71
00012582,26,196,84,400000,63
00002774,35,180,79,1100000,73
00010313,27,182,71,550000,65
00005002,33,178,72,1100000,70
00004455,30,183,76,2200000,71
00002685,27,192,88,4200000,73
00004213,32,184,85,1500000,71
00012620,27,173,72,425000,63
00006974,32,177,74,550000,68
00004583,22,178,70,2700000,70
00000709,23,190,78,10500000,78
00008940,25,189,87,725000,66
00013163,21,185,75,475000,62
00007596,24,194,85,950000,67
00010122,26,186,78,600000,65
00005697,24,184,72,1000000,69
00010515,28,185,77,550000,65
00002539,22,173,70,6000000,73
00012690,32,170,67,230000,63
00001960,33,181,73,4000000,75
00005822,28,188,84,925000,69
00016965,21,178,76,150000,57
00009144,35,181,76,200000,66
00005575,23,188,85,1300000,69
00015366,36,188,76,35000,60
00012295,24,183,75,450000,63
00006718,26,183,71,1000000,68
00012664,38,183,83,70000,63
00007623,24,177,67,1000000,67
00008088,31,183,75,650000,67
00007506,21,194,90,875000,67
00001190,21,183,71,12000000,76
00003814,19,177,71,5000000,71
00013416,23,180,77,375000,62
00013521,25,195,70,350000,62
00000809,34,179,77,4000000,78
00003568,31,193,82,2300000,72
00009996,23,179,74,650000,65
00000023,26,177,75,71000000,88
00005665,25,196,87,1300000,69
00005236,27,187,80,1800000,70
00012812,30,186,81,250000,63
00005184,29,188,81,1500000,70
00008012,31,184,81,550000,67
00007180,29,168,72,875000,68
00004029,25,175,68,3000000,71
00009375,28,182,81,675000,66
00014393,24,178,77,300000,61
00003000,30,189,79,2700000,73
00012930,31,180,74,240000,63
00004802,25,179,67,2200000,70
00005483,23,191,80,1600000,69
00006959,32,184,69,550000,68
00000546,25,194,94,12000000,79
00002975,35,184,82,1200000,73
00007782,25,179,72,850000,67
00004391,27,172,70,2400000,71
00000090,30,191,86,26000000,85
00009242,30,185,70,525000,66
00005661,23,181,74,1300000,69
00005238,29,184,78,1500000,70
00006982,30,186,84,850000,68
00001927,33,185,81,3900000,75
00000838,29,179,70,10000000,78
00003449,33,175,76,1800000,72
00008169,28,180,84,800000,67
00013512,25,183,80,400000,62
00004377,27,195,89,2500000,71
00000395,24,185,84,17500000,80
00008192,31,179,79,675000,67
00002484,28,172,69,5500000,74
00005232,29,176,72,1700000,70
00008730,24,185,80,825000,66
00007840,25,185,81,675000,67
00001730,29,194,86,6500000,75
00009726,22,195,89,650000,65
00014581,36,176,67,80000,61
00011244,25,185,80,525000,64
00000482,28,182,81,12500000,80
00013083,20,183,80,500000,62
00011560,31,188,81,325000,64
00004205,34,184,81,875000,71
00008572,23,167,58,1000000,66
00001777,36,187,80,1100000,75
00000294,24,189,80,21000000,81
00010236,28,183,73,525000,65
00004128,27,188,95,1900000,71
00012542,25,165,54,475000,63
00012706,31,184,80,325000,63
00000782,27,186,70,11500000,78
00003230,23,189,82,3700000,72
00013610,28,182,73,300000,62
00014191,22,167,60,375000,61
00009250,30,183,76,625000,66
00002693,25,194,86,4300000,73
00009027,26,163,59,675000,66
00002996,31,182,77,3000000,73
00008479,20,184,75,1100000,66
00000587,26,177,77,13000000,79
00009046,27,180,84,750000,66
00010557,29,183,79,450000,65
00004637,25,183,72,2300000,70
00010331,34,183,81,200000,65
00002632,25,176,71,5000000,73
00015405,33,183,81,120000,60
00005087,30,190,78,1700000,70
00002790,32,177,72,3100000,73
00006802,26,175,74,1100000,68
00014435,25,178,71,325000,61
00002591,26,188,82,3900000,73
00007542,24,180,77,950000,67
00004344,27,180,75,2500000,71
00011533,37,179,75,80000,64
00013238,22,191,77,425000,62
00007775,26,185,79,925000,67
00015630,21,178,68,275000,59
00004230,31,190,78,1800000,71
00003273,26,201,93,3900000,72
00006915,30,187,80,700000,68
00006843,26,190,89,1100000,68
00012721,29,178,68,350000,63
00007164,30,169,65,700000,68
00001879,33,177,73,3000000,75
00004679,23,182,81,1800000,70
00002981,34,175,80,1900000,73
00006336,29,181,83,875000,69
00000812,31,163,63,9000000,78
00000050,27,191,84,50000000,86
00011948,18,183,76,725000,63
00009145,35,179,71,180000,66
00000539,24,191,85,12500000,79
00013873,27,165,69,325000,62
00010266,27,170,63,550000,65
00005237,30,175,68,1500000,70
00007141,30,170,60,850000,68
00001619,23,188,73,8000000,75
00010703,33,182,77,325000,65
00015755,22,185,76,250000,59
00004257,33,178,73,1400000,71
00000714,24,186,73,14500000,78
00012881,28,181,75,375000,63
00007959,26,185,83,900000,67
00008120,30,190,85,725000,67
00001540,20,191,79,9500000,75
00008411,28,174,70,750000,67
00003991,25,186,79,2800000,71
00001293,26,172,66,9500000,76
00010005,24,192,79,550000,65
00001353,33,178,73,3700000,76
00010017,25,182,79,700000,65
00008586,21,168,65,975000,66
00005058,34,188,81,775000,70
00007128,27,181,71,800000,68
00003257,24,178,72,3600000,72
00016930,21,176,68,160000,57
00012574,25,178,80,400000,63
00013123,22,177,70,525000,62
00005079,29,191,86,1700000,70
00001721,26,175,65,8000000,75
00004060,26,192,90,2100000,71
00006957,33,195,88,475000,68
00001063,29,176,67,7500000,77
00006647,24,193,77,1200000,68
00010550,28,180,73,550000,65
00006201,33,191,86,650000,69
00007155,28,184,74,900000,68
00010096,26,181,74,650000,65
00003310,26,181,74,3400000,72
00010822,19,182,77,975000,64
00009662,21,195,88,850000,65
00011708,30,187,79,375000,64
00000403,26,180,75,18000000,80
00007759,27,189,82,825000,67
00002664,25,175,70,5000000,73
00000549,24,178,67,16500000,79
00009717,20,178,68,800000,65
00001833,35,173,66,2900000,75
00002088,22,172,70,7000000,74
00001723,28,188,83,6500000,75
00000231,28,186,81,19500000,82
00000310,26,175,72,21000000,81
00002463,28,182,82,4800000,74
00005495,23,180,68,1600000,69
00000711,24,190,83,13000000,78
00018816,27,183,78,30000,50
00003758,28,191,88,2700000,72
00000094,31,182,74,33000000,85
00005955,34,182,75,550000,69
00009441,29,173,70,525000,66
00006324,30,180,76,700000,69
00006625,26,188,70,1100000,68
00009311,31,180,74,550000,66
00016052,33,182,73,90000,59
00006820,26,186,80,975000,68
00002026,28,177,84,6000000,75
00003886,23,186,82,3200000,71
00000146,25,189,77,25500000,83
00000697,23,191,80,14000000,78
00000187,31,183,80,22000000,83
00000589,27,187,82,14500000,79
00003662,28,176,70,2700000,72
00005735,25,168,58,1300000,69
00008851,25,178,71,750000,66
00007274,24,168,62,975000,68
00007249,32,175,71,675000,68
00001328,28,187,82,7500000,76
00002822,35,187,86,1200000,73
00007277,30,184,77,725000,68
00005346,24,181,80,2000000,70
00012942,29,188,75,350000,63
00007487,23,178,66,1100000,67
00005441,22,180,78,1700000,69
00003649,30,181,76,2900000,72
00000604,33,183,73,7500000,79
00014087,23,177,75,400000,61
00001001,29,186,78,8500000,77
00003080,20,172,62,5500000,72
00001693,25,176,68,8500000,75
00001315,28,185,75,7500000,76
00007429,20,181,74,1200000,67
00002196,25,170,74,6000000,74
00002640,26,177,72,4600000,73
00002421,32,173,65,4400000,74
00009471,20,166,65,725000,66
00003707,31,174,69,2700000,72
00015324,27,185,72,220000,60
00011744,28,176,62,450000,64
00006613,23,167,64,1200000,68
00000318,37,188,81,3600000,81
00003726,27,184,72,3300000,72
00000670,31,182,78,9500000,79
00007069,30,190,85,725000,68
00001488,36,190,82,1300000,76
00003761,24,173,64,3400000,72
00003763,20,178,75,3100000,72
00005538,22,176,72,1500000,69
00000053,33,194,85,21000000,86
00004986,35,185,84,575000,70
00000135,30,177,72,29500000,84
00010586,34,174,71,275000,65
00008679,23,180,70,825000,66
00010252,28,191,80,450000,65
00002246,27,171,70,6000000,74
00005336,24,191,90,1700000,70
00000203,28,167,66,26000000,83
00001976,31,185,78,4900000,75
00003890,24,170,65,3300000,71
00000652,28,170,73,12500000,79
00000893,20,172,70,11500000,78
00001148,28,183,77,9000000,77
00001738,29,186,72,6500000,75
00012352,22,185,79,450000,63
00004387,30,183,81,1900000,71
00006492,23,174,75,1300000,68
00006890,26,172,75,1100000,68
00008699,24,178,76,825000,66
00005611,24,180,69,1300000,69
00007791,26,172,65,825000,67
00010095,24,174,69,675000,65
00010558,29,182,80,475000,65
00000267,28,174,72,22500000,82
00005945,34,185,78,450000,69
00014577,28,178,70,220000,61
00011863,32,184,78,350000,64
00002085,23,183,70,7000000,74
00000779,27,172,71,10500000,78
00003810,19,179,70,4700000,71
00017566,20,185,71,180000,55
00013635,26,180,76,300000,62
00001056,31,173,70,8000000,77
00006287,29,177,68,1000000,69
00009041,28,189,80,550000,66
00011384,24,174,70,575000,64
00003577,30,175,71,2900000,72
00010720,33,179,77,275000,65
00003272,25,189,83,3800000,72
00008030,33,181,75,475000,67
00008728,23,185,74,825000,66
00002188,26,167,67,7000000,74
00003096,22,176,75,4500000,72
00014352,24,184,73,250000,61
00009877,25,187,65,675000,65
00006903,26,167,61,1100000,68
00003181,23,184,74,4200000,72
00009925,23,182,79,675000,65
00000559,25,186,82,14000000,79
00013751,28,175,77,300000,62
00004496,28,180,71,2000000,71
00001964,29,188,82,6500000,75
00000796,30,179,85,8000000,78
00011742,38,185,80,160000,64
00005177,27,178,66,1800000,70
00005028,33,182,87,1100000,70
00006438,21,180,75,1300000,68
00005989,32,196,86,650000,69
00007528,23,182,76,1100000,67
00011394,26,181,73,550000,64
00006659,24,190,87,1100000,68
00000726,24,175,71,14000000,78
00001401,30,177,74,7500000,76
00011470,29,191,85,425000,64
00012749,28,185,83,375000,63
00016595,28,180,72,130000,58
00013548,26,184,71,275000,62
00005632,24,180,82,1400000,69
00005592,23,189,81,1300000,69
00000114,29,187,85,25000000,84
00009654,20,187,91,850000,65
00013510,25,176,70,350000,62
00015441,31,187,79,150000,60
00009552,30,184,74,600000,66
00017061,26,178,70,120000,57
00009360,29,185,79,550000,66
00004139,27,173,76,2700000,71
00017103,19,175,69,200000,56
00011156,24,174,62,650000,64
00001145,27,174,65,9500000,77
00013508,21,180,79,375000,62
00006698,25,173,69,1000000,68
00001638,25,178,71,8500000,75
00008955,24,172,65,825000,66
00003431,36,195,92,625000,72
00017071,28,177,76,100000,57
00015265,25,183,86,240000,60
00001852,32,183,86,4000000,75
00015270,23,178,75,275000,60
00005994,35,179,82,450000,69
00017284,23,188,82,140000,56
00005601,24,182,77,1400000,69
00003666,30,187,86,2500000,72
00011827,38,184,80,100000,64
00015450,34,182,76,80000,60
00002799,31,186,77,3000000,73
00000990,26,178,70,10500000,77
00018056,28,182,82,70000,54
00012309,23,181,73,525000,63
00012302,22,180,68,450000,63
00002431,30,178,78,4400000,74
00006504,21,180,64,1300000,68
00006580,24,195,74,1100000,68
00009410,31,174,74,475000,66
00002532,22,172,70,6000000,73
00015926,24,171,71,180000,59
00001371,34,192,80,2900000,76
00014575,31,196,87,220000,61
00005268,34,182,75,900000,70
00010183,26,175,73,650000,65
00001046,31,197,98,5500000,77
00001442,28,177,65,7500000,76
00015927,24,174,65,180000,59
00005258,28,176,69,1800000,70
00013869,35,184,80,80000,62
00016384,23,191,76,180000,58
00010393,29,184,90,450000,65
00004358,34,185,84,1000000,71
00009898,24,172,74,750000,65
00010959,22,178,79,725000,64
00014215,23,187,74,350000,61
00005230,27,178,76,1600000,70
00011864,29,175,74,425000,64
00015282,23,173,68,275000,60
00013696,32,185,71,190000,62
00003949,24,179,73,2800000,71
00013846,28,184,76,325000,62
00001319,27,181,74,7500000,76
00000850,28,180,80,10500000,78
00014327,24,191,70,250000,61
00000841,29,186,78,10500000,78
00004841,28,187,86,1800000,70
00002432,30,180,75,4400000,74
00008950,25,175,63,800000,66
00014257,23,186,80,325000,61
00005314,31,183,82,1300000,70
00010314,26,181,75,625000,65
00006231,30,183,76,850000,69
00004700,24,169,61,2400000,70
00011262,25,188,78,525000,64
00010077,25,182,75,700000,65
00008083,32,180,76,600000,67
00001102,32,190,81,5500000,77
00011932,20,183,72,750000,63
00010285,27,174,71,600000,65
00007282,29,182,79,750000,68
00000270,25,183,76,24000000,82
00010155,24,180,77,675000,65
00005121,31,177,71,1600000,70
00004284,29,174,74,2000000,71
00003807,18,190,79,4800000,71
00016436,22,179,69,190000,58
00014273,23,198,100,325000,61
00013234,23,174,65,475000,62
00010851,21,190,80,800000,64
00014417,25,180,78,300000,61
00003157,24,196,92,3300000,72
00000117,26,170,71,36500000,84
00001041,33,182,82,4800000,77
00002060,21,176,68,9000000,74
00001419,33,178,76,4700000,76
00001010,27,175,66,9000000,77
00009100,26,175,72,750000,66
00011043,23,188,75,675000,64
00017797,30,183,72,70000,55
00010107,24,184,68,600000,65
00008941,24,185,70,825000,66
00001831,32,180,80,5500000,75
00002543,22,170,66,5000000,73
00009744,22,172,70,750000,65
00010723,26,165,66,575000,65
00008389,26,181,73,825000,67
00005219,31,187,80,1100000,70
00010839,21,192,84,725000,64
00012281,22,169,68,525000,63
00005286,29,185,82,1500000,70
00004119,27,193,84,2700000,71
00011423,24,171,67,500000,64
00013089,21,174,71,500000,62
00006898,26,173,72,1100000,68
00002330,28,182,72,5500000,74
00010511,29,175,65,450000,65
00005814,26,169,71,1100000,69
00011459,27,188,83,450000,64
00012376,23,170,62,500000,63
00010677,30,179,80,450000,65
00010176,28,187,87,550000,65
00000138,29,188,81,31000000,84
00009247,30,192,73,600000,66
00003110,23,172,65,4800000,72
00005950,33,188,87,500000,69
00011382,26,183,75,550000,64
00010132,26,180,75,650000,65
00001671,26,188,84,7500000,75
00014514,25,179,73,250000,61
00002260,34,187,78,2100000,74
00007853,26,190,83,900000,67
00001300,28,190,77,8000000,76
00001195,23,191,86,10500000,76
00006708,24,170,67,1000000,68
00010986,21,187,73,700000,64
00006486,22,187,78,1200000,68
00012666,37,190,93,130000,63
00008085,32,193,89,475000,67
00008829,26,179,75,775000,66
00002579,22,186,75,4900000,73
00009364,32,183,74,400000,66
00014453,27,201,85,220000,61
00010218,27,188,85,575000,65
00004642,24,189,78,2300000,70
00009320,28,182,79,550000,66
00001574,23,187,81,8500000,75
00004405,27,183,82,2500000,71
00002974,27,180,70,4200000,73
00005854,28,185,82,1000000,69
00000004,31,184,80,80000000,91
00006929,35,180,69,275000,68
00010599,30,183,74,425000,65
00009755,20,178,74,825000,65
00005317,27,181,82,1900000,70
00000705,24,191,88,14000000,78
00010234,28,186,80,525000,65
00003381,27,185,75,3100000,72
00015178,22,179,79,250000,60
00000079,27,191,94,45000000,85
00007622,23,178,74,1000000,67
00011749,28,182,75,400000,64
00000099,29,179,67,37500000,85
00013617,27,188,81,325000,62
00002113,23,183,76,7500000,74
00003223,24,172,66,3700000,72
00006458,22,186,80,1200000,68
00002162,24,178,70,7000000,74
00004972,37,184,81,575000,70
00008491,19,182,79,1100000,66
00004055,25,175,70,2600000,71
00005376,28,171,69,1500000,70
00008403,32,175,68,600000,67
00004194,34,188,83,1000000,71
00012685,33,185,73,170000,63
00016490,22,178,64,160000,58
00007383,22,187,80,1200000,67
00012011,22,189,80,525000,63
00012602,28,191,82,350000,63
00009254,30,191,75,525000,66
00003900,21,178,72,3300000,71
00010097,25,174,69,600000,65
00009366,29,193,84,450000,66
00013436,22,190,80,375000,62
00002903,30,178,74,3200000,73
00017768,25,188,75,90000,55
00010001,24,178,72,700000,65
00002476,29,180,79,5500000,74
00013460,23,170,65,375000,62
00009042,27,178,70,725000,66
00005739,26,173,70,1300000,69
00017234,20,176,71,170000,56
00008766,24,181,76,675000,66
00004717,25,165,60,2400000,70
00010944,21,181,70,650000,64
00006240,30,194,86,850000,69
00003840,22,189,75,4100000,71
00003112,22,178,70,4300000,72
00010388,31,188,85,350000,65
00011557,34,179,64,240000,64
00007161,28,175,76,900000,68
00005608,23,183,78,1300000,69
00010650,30,169,66,425000,65
00015879,22,179,76,190000,59
00011021,22,181,70,625000,64
00007285,35,185,85,400000,68
00001531,23,183,73,10500000,75
00002433,30,174,75,4600000,74
00003407,27,168,64,3500000,72
00007593,25,180,68,925000,67
00001651,23,185,79,8500000,75
00001783,38,176,70,2400000,75
00002770,36,188,88,675000,73
00013854,34,183,75,110000,62
00006180,30,186,82,850000,69
00002578,22,173,68,4900000,73
00003120,23,176,70,4300000,72
00002882,31,193,78,3000000,73
00004406,32,170,66,1800000,71
00007210,31,173,68,775000,68
00009342,28,176,69,550000,66
00006703,25,178,72,1000000,68
00009671,22,175,69,925000,65
00001275,26,175,71,9500000,76
00012009,22,184,74,600000,63
00007334,21,185,73,1600000,67
00011275,23,185,78,550000,64
00005385,31,184,76,1300000,70
00006804,26,190,78,950000,68
00008213,28,185,80,675000,67
00016386,22,175,65,200000,58
00001325,26,183,77,9000000,76
00008219,31,186,73,575000,67
00013592,25,173,70,375000,62
00004394,28,180,78,2400000,71
00005389,28,182,75,1500000,70
00005241,30,171,70,1700000,70
00007485,23,187,73,875000,67
00003698,28,180,75,3100000,72
00007489,23,182,73,1100000,67
00005894,26,182,69,1200000,69
00006307,30,177,72,1000000,69
00002302,31,183,82,4100000,74
00004995,32,189,81,1100000,70
00004129,27,181,73,2800000,71
00009328,30,175,68,600000,66
00011680,28,180,74,475000,64
00012089,20,184,74,575000,63
00005065,30,192,82,1700000,70
00004311,32,180,77,1800000,71
00001051,31,174,73,6500000,77
00001129,29,169,66,9000000,77
00005077,33,196,78,950000,70
00013455,21,184,79,425000,62
00000863,30,188,84,8500000,78
00009545,30,170,66,525000,66
00003234,23,182,77,4200000,72
00001352,36,174,72,2600000,76
00002143,24,172,71,7500000,74
00002745,38,189,80,1400000,73
00006861,28,181,75,900000,68
00002870,28,185,67,4000000,73
00004076,26,178,69,2800000,71
00004409,29,177,67,2000000,71
00003415,28,185,78,3000000,72
00005968,30,183,80,1000000,69
00005675,24,183,74,1300000,69
00001585,24,185,81,8000000,75
00017727,21,180,76,110000,55
00009313,29,180,72,550000,66
00001098,29,182,76,8500000,77
00018653,20,178,75,60000,51
00006927,32,191,76,575000,68
00000868,28,170,65,10500000,78
00000020,25,170,69,72500000,88
00011139,23,193,81,650000,64
00017715,21,190,77,100000,55
00011328,23,181,76,525000,64
00002654,27,194,90,3500000,73
00012263,23,193,87,475000,63
00007947,30,186,79,600000,67
00009804,21,196,73,725000,65
00007031,30,179,77,700000,68
00008384,29,173,67,650000,67
00008970,25,183,80,800000,66
00017267,19,189,74,140000,56
00009322,27,173,66,650000,66
00006011,33,182,78,500000,69
00008224,28,190,87,675000,67
00001387,32,193,84,4900000,76
00001718,25,174,64,8000000,75
00010493,28,173,66,525000,65
00012537,27,186,81,400000,63
00015114,22,180,72,275000,60
00014718,19,178,67,450000,60
00013146,22,198,92,525000,62
00008934,27,178,71,700000,66
00012934,28,173,71,375000,63
00008249,27,176,72,800000,67
00000049,27,191,81,46500000,86
00002069,21,174,68,8500000,74
00015844,21,188,77,210000,59
00011592,31,185,79,325000,64
00013693,34,177,71,120000,62
00002785,35,189,80,1200000,73
00010116,25,188,75,675000,65
00010261,30,185,83,425000,65
00001044,32,178,79,6500000,77
00013620,26,185,73,350000,62
00015140,24,190,85,220000,60
00016589,31,175,73,110000,58
00008632,23,173,76,850000,66
00009807,21,188,80,725000,65
00016026,30,175,77,140000,59
00009346,29,183,72,550000,66
00008625,23,180,64,875000,66
00003941,26,173,70,2800000,71
00006279,27,171,65,925000,69
00001656,24,190,79,9000000,75
00005456,22,190,77,1600000,69
00001645,25,194,96,6500000,75
00003198,23,184,80,4300000,72
00012109,23,186,81,550000,63
00005927,34,183,80,400000,69
00000750,26,182,78,11500000,78
00005217,30,180,75,1700000,70
00004339,28,189,89,2400000,71
00000209,27,172,66,27000000,83
00004647,23,191,87,2500000,70
00002346,30,186,83,3800000,74
00002029,20,188,84,6500000,75
00000814,31,181,78,8000000,78
00004446,36,191,88,400000,71
00007728,25,170,70,875000,67
00001069,29,185,75,7500000,77
00000600,34,172,67,4400000,79
00003402,28,187,80,3000000,72
00002456,24,178,80,5500000,74
00012002,19,173,68,675000,63
00007266,30,182,78,825000,68
00006812,28,193,84,900000,68
00000271,32,190,85,13500000,82
00000297,23,176,68,23000000,81
00001479,30,187,80,6000000,76
00000241,34,187,74,8000000,82
00002891,31,180,74,2900000,73
00000442,33,184,83,9500000,80
00011524,37,187,89,45000,64
00008853,24,180,73,775000,66
00008286,31,185,77,575000,67
00006268,24,180,74,1200000,69
00000283,22,173,68,21500000,81
00002868,31,167,68,3500000,73
00000173,32,186,86,19500000,83
00006865,27,185,77,925000,68
00005076,30,185,79,1400000,70
00000699,22,176,70,14500000,78
00005913,28,184,74,1000000,69
00006046,29,172,64,1000000,69
00009495,29,181,78,550000,66
00002744,39,183,80,550000,73
00000776,27,173,68,10500000,78
00000468,29,181,80,15000000,80
00000588,25,173,63,15000000,79
00004452,29,183,74,2300000,71
00006991,31,187,80,675000,68
00007422,22,179,73,1100000,67
00014365,25,196,100,300000,61
00012303,22,185,75,525000,63
00004180,33,188,80,1500000,71
00005475,21,184,80,1600000,69
00000278,23,181,71,25500000,81
00003781,28,170,67,2700000,72
00006037,30,180,78,825000,69
00007670,25,186,80,1000000,67
00002567,25,182,74,4900000,73
00007353,19,178,74,1400000,67
00004918,27,180,71,1800000,70
00003708,27,177,71,3300000,72
00000048,28,181,76,52000000,87
00003049,24,187,83,3900000,73
00001135,31,178,72,8000000,77
00003148,22,185,69,4200000,72
00002455,28,181,78,5000000,74
00001071,29,182,76,8500000,77
00003290,25,169,69,3900000,72
00003026,20,179,77,4500000,73
00000075,24,191,82,44000000,85
00007077,30,175,74,875000,68
00003172,24,191,79,3900000,72
00001629,26,188,83,7500000,75
00006250,29,185,77,1100000,69
00001167,28,179,77,8000000,77
00000505,19,174,64,21000000,79
00001139,29,179,74,9000000,77
00004597,22,178,70,2500000,70
00002415,29,174,69,5500000,74
00011641,34,173,72,220000,64
00009537,31,181,78,475000,66
00011107,24,172,74,625000,64
00000212,28,177,75,26000000,83
00000673,20,168,65,12000000,79
00000722,24,174,68,14000000,78
00000362,20,175,70,17500000,81
00007743,25,170,80,875000,67
00000882,29,183,81,10000000,78
00004167,39,169,68,700000,71
00000282,23,187,82,22000000,81
00009565,26,166,62,700000,66
00000945,24,180,75,10500000,77
00004963,34,185,78,650000,70
00005205,30,183,59,1400000,70
00000660,26,171,71,13500000,79
00001694,25,175,70,8500000,75
00003542,30,177,69,2500000,72
00010556,30,167,60,500000,65
00005085,33,176,70,1000000,70
00000216,23,180,80,29000000,82
00002335,31,178,73,4800000,74
00002818,32,175,67,3100000,73
00001682,26,189,84,7500000,75
00002022,36,174,75,2100000,75
00010270,27,175,73,625000,65
00008298,29,188,73,650000,67
00000127,32,190,84,19000000,84
00000543,26,191,91,12000000,79
00015968,26,184,72,190000,59
00010625,30,175,72,500000,65
00010892,20,171,69,750000,64
00004678,23,185,86,2400000,70
00012894,29,178,74,350000,63
00007655,25,176,75,900000,67
00008732,22,191,75,825000,66
00005982,32,183,73,825000,69
00002649,26,193,83,4400000,73
00002418,28,174,72,5500000,74
00003536,30,181,64,2900000,72
00004816,26,173,67,1900000,70
00011806,30,185,74,375000,64
00008237,29,184,74,625000,67
00014485,27,182,75,275000,61
00011703,28,180,65,375000,64
00011269,26,187,81,525000,64
00004765,26,187,71,1700000,70
00006405,21,180,75,1500000,68
00002575,23,186,82,5500000,73
00003626,28,190,78,3100000,72
00013790,30,178,72,240000,62
00001455,28,190,86,8000000,76
00006079,28,180,80,1100000,69
00001447,28,183,75,8000000,76
00012753,30,186,84,250000,63
00004760,26,163,64,2100000,70
00001222,23,168,70,9500000,76
00007226,28,179,68,900000,68
00007214,28,184,80,775000,68
00004333,29,180,72,2000000,71
00001727,29,183,79,6500000,75
00004593,24,195,86,2500000,70
00007825,25,178,67,850000,67
00009356,30,185,78,500000,66
00005880,26,189,78,1100000,69
00011445,27,183,77,475000,64
00007313,27,181,72,925000,68
00000328,31,186,81,13000000,81
00000977,24,172,67,11500000,77
00004118,26,180,82,2800000,71
00000511,22,195,96,16000000,79
00000345,28,182,75,18000000,81
00010457,29,184,82,550000,65
00004835,26,175,66,2200000,70
00007021,30,167,60,850000,68
00008977,26,184,72,700000,66
00001086,32,168,68,7000000,77
00014200,22,180,72,350000,61
00001559,21,191,83,9000000,75
00005509,20,193,81,1500000,69
00005858,28,196,90,1000000,69
00001771,35,175,80,2100000,75
00011528,35,188,87,120000,64
00003508,30,187,78,2100000,72
00013356,22,181,72,425000,62
00006893,27,185,82,1000000,68
00015315,25,175,73,250000,60
00010701,30,176,73,425000,65
00007374,20,180,77,1300000,67
00007877,27,189,84,800000,67
00004776,24,177,70,2300000,70
00004844,28,191,77,1800000,70
00008230,29,185,80,750000,67
00015764,21,173,62,250000,59
00006084,31,175,70,750000,69
00002894,34,188,86,1800000,73
00002879,29,188,74,3800000,73
00000340,29,196,92,15000000,81
00000615,31,177,77,9000000,79
00006602,23,179,71,1200000,68
00011607,31,175,68,350000,64
00012437,23,178,72,500000,63
00001895,29,185,82,5500000,75
00001557,23,173,65,10000000,75
00004626,22,188,87,2700000,70
00011539,33,181,70,275000,64
00011538,33,188,89,210000,64
00002923,29,183,81,3300000,73
00008816,24,178,71,850000,66
00002763,33,188,78,1900000,73
00012703,33,183,70,200000,63
00004178,35,173,70,1000000,71
00005900,27,183,75,1200000,69
00005049,31,185,82,1600000,70
00000115,28,189,78,30500000,84
00001342,28,192,86,7500000,76
00007627,23,173,67,1000000,67
00002839,31,187,78,3600000,73
00006454,21,173,58,1400000,68
00003980,26,188,81,2200000,71
00002202,27,189,75,4700000,74
00005355,28,172,63,1800000,70
00011759,28,180,80,450000,64
00004395,28,186,85,2400000,71
00003643,28,190,80,3200000,72
00009176,31,188,90,425000,66
00000635,27,178,73,13000000,79
00008079,31,184,75,575000,67
00007787,25,179,68,950000,67
00016531,25,175,67,150000,58
00010945,23,180,70,675000,64
